Mackey,30749
Dodd,30732
Emerson,30702
Minor,30702
Muniz,30695
Alston,30693
Maloney,30671
Childers,30570
Mcdermott,30528
Moser,30483
Vogel,30470
Mccabe,30401
Dang,30389
Alonso,30389
Saucedo,30374
Starr,30363
Do,30301
Hurtado,30286
Kirkland,30283
Hendrickson,30259
Holley,30231
Cordero,30158
Franks,30155
Guillen,30153
Welsh,30153
Ratliff,30083
Sweet,30051
Talley,30014
Whitfield,29962
Crowe,29953
Goldstein,29938
England,29926
Pereira,29898
Ly,29891
Joyner,29884
Richter,29880
Farris,29877
Tracy,29867
Bacon,29860
Han,29847
Gibbons,29824
Mayfield,29805
Hoang,29798
Elder,29796
Lau,29792
Dale,29757
Camp,29753
Connolly,29710
Hewitt,29694
Cramer,29691
Goldberg,29603
Morin,29593
Sutherland,29585
Kaplan,29582
Mcallister,29544
Byrne,29503
Osorio,29482
Cash,29476
Haines,29462
Meeks,29457
Wynn,29417
Gilliam,29414
Vigil,29382
Hickey,29350
Connor,29346
Pate,29327
Zepeda,29252
Hatcher,29235
Escobedo,29185
Arredondo,29173
Hyde,29094
Christopher,29067
Mobley,29065
Kessler,29064
Britton,29040
Ritchie,29040
Romano,29018
Oneil,28949
Tyson,28947
Bui,28919
Hilton,28918
Caballero,28903
Downing,28880
Sharpe,28879
Guy,28852
Holcomb,28852
Rankin,28821
Godfrey,28734
Chamberlain,28727
Fink,28701
Hollis,28617
Foreman,28605
Carranza,28581
Sharma,28559
Kern,28547
Chu,28508
Knowles,28460
Ma,28452
Madison,28411
Childs,28359
Belcher,28321
Wills,28219
Womack,28201
Dye,28182
Arthur,28102
Grace,28098
Baca,28082
Rutherford,28079
Sorensen,28069
Mccray,28024
Hastings,28015
Pierson,27983
Chacon,27982
Renteria,27976
Mohamed,27972
Nicholas,27922
Kendrick,27915
Ferreira,27898
Lockhart,27883
Boggs,27880
Pryor,27805
Doherty,27787
Sargent,27786
Kenney,27759
Tuttle,27751
Denton,27742
Magee,27720
Jamison,27697
Lyon,27690
Locke,27643
Puckett,27627
Coronado,27626
Olvera,27551
Sykes,27546
Manuel,27529
Burks,27523
Chin,27487
Quiroz,27452
Hopper,27353
Mcgill,27330
Dolan,27329
Mckenna,27293
Head,27292
Montano,27276
Paredes,27274
Delatorre,27265
Langley,27252
Sinclair,27243
Dwyer,27240
Shirley,27224
Muller,27216
Courtney,27205
Slaughter,27155
Polk,27094
Lemus,27079
Covington,27068
Madrigal,27033
Clemons,27022
Rosado,26998
Broussard,26971
Mcginnis,26953
Hatch,26903
Sheehan,26902
Rutledge,26887
Corbin,26876
Dempsey,26863
Garland,26779
Carmona,26774
Bowling,26762
Burris,26760
Whitley,26732
Hamm,26726
Bland,26722
Bermudez,26691
Stinson,26681
Pike,26655
Orellana,26651
Downey,26627
Varela,26621
Harden,26617
Couch,26615
Dickinson,26607
Cassidy,26590
Rucker,26581
Gabriel,26578
Herron,26559
Mcnamara,26534
Rouse,26519
Burt,26475
Battle,26432
Gustafson,26421
Herbert,26417
Dunbar,26405
Webber,26405
Boyce,26376
